윤아 (YOONA),여성,솔로,20628
비스트,남성,그룹,128649
박지윤,여성,솔로,12554
천상지희 다나&선데이,여성,그룹,295
루이 (긱스),남성,솔로,8144
윤미래,여성,솔로,50811
에픽하이 (EPIK HIGH),남성,그룹,107462
달샤벳,여성,그룹,5827
셰인,남성,솔로,280
노을,남성,그룹,42393
나몰라패밀리N,남성,그룹,433
고유진 (플라워),남성,솔로,3009
Kid Milli,남성,솔로,66776
주석,남성,솔로,1934
슈퍼스타K 3,혼성,그룹,250
세븐티핑거스 (하하 & 장기하와 얼굴들),남성,그룹,102
